type,days_for_shipping_(real),days_for_shipment_(scheduled),benefit_per_order,sales_per_customer,delivery_status,late_delivery_risk,category_id,category_name,customer_city,customer_country,customer_email,customer_fname,customer_id,customer_lname,customer_password,customer_segment,customer_state,customer_street,customer_zipcode,department_id,department_name,latitude,longitude,market,order_city,order_country,order_customer_id,order_date_(dateorders),order_id,order_item_cardprod_id,order_item_discount,order_item_discount_rate,order_item_id,order_item_product_price,order_item_profit_ratio,order_item_quantity,sales,order_item_total,order_profit_per_order,order_region,order_state,order_status,order_zipcode,product_card_id,product_category_id,product_description,product_image,product_name,product_price,product_status,shipping_date_(dateorders),shipping_mode
PAYMENT,4,2,46.20000076,132.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,5367,Mccormick,XXXXXXXXX,Home Office,PR,2199 Silver Autumn Key,725.0,5,Golf,18.21469116,-66.37051392,LATAM,Puebla,México,5367,2/3/2015 0:28,2263,502,18.0,0.119999997,5671,50.0,0.349999994,3,150.0,132.0,46.20000076,Central America,Puebla,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2/7/2015 0:28,Second Class
PAYMENT,4,2,10.43999958,130.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,5367,Mccormick,XXXXXXXXX,Home Office,PR,2199 Silver Autumn Key,725.0,5,Golf,18.21469116,-66.37051392,LATAM,Puebla,México,5367,2/3/2015 0:28,2263,502,19.5,0.129999995,5669,50.0,0.079999998,3,150.0,130.5,10.43999958,Central America,Puebla,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2/7/2015 0:28,Second Class
PAYMENT,4,2,15.56000042,124.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,10485,Smith,XXXXXXXXX,Home Office,PR,9470 Shady View Bend,725.0,5,Golf,18.28425598,-66.37058258,LATAM,Mexico City,México,10485,2/18/2017 13:05,53403,502,25.5,0.170000002,133427,50.0,0.129999995,3,150.0,124.5,15.56000042,Central America,Distrito Federal,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2/22/2017 13:05,Second Class
PAYMENT,4,2,32.86000061,99.58000183,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Ronald,9272,Blackwell,XXXXXXXXX,Home Office,PR,9366 Silent Nectar Highway,725.0,5,Golf,18.20666885,-66.37056732,LATAM,São Paulo,Brasil,9272,1/18/2017 19:37,51298,627,20.38999939,0.170000002,128201,39.99000168,0.330000013,3,119.9700012,99.58000183,32.86000061,South America,São Paulo,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/22/2017 19:37,Second Class
TRANSFER,5,4,9.600000381,240.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,647,Rios,XXXXXXXXX,Consumer,PR,4167 Stony Extension,725.0,5,Golf,18.35907555,-66.07783508,LATAM,Montevideo,Uruguay,647,3/13/2015 18:59,4919,502,10.0,0.039999999,12307,50.0,0.039999999,5,250.0,240.0,9.600000381,South America,Montevideo,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,3/18/2015 18:59,Standard Class
TRANSFER,6,4,55.09000015,189.9499969,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Tammy,6398,Smith,XXXXXXXXX,Consumer,PR,7370 Sleepy Way,725.0,5,Golf,18.26378822,-66.37052918,LATAM,Buenos Aires,Argentina,6398,2/7/2017 9:47,52640,627,10.0,0.050000001,131580,39.99000168,0.289999992,5,199.9499969,189.9499969,55.09000015,South America,Buenos Aires,PENDING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2/13/2017 9:47,Standard Class
TRANSFER,4,4,68.58999634,188.9499969,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,4209,Lara,XXXXXXXXX,Consumer,PR,1613 Broad Beach,725.0,5,Golf,18.20330429,-66.37052155,LATAM,São Paulo,Brasil,4209,4/3/2015 19:08,6358,627,11.0,0.059999999,15921,39.99000168,0.360000014,5,199.9499969,188.9499969,68.58999634,South America,São Paulo,PENDING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,4/7/2015 19:08,Standard Class
TRANSFER,2,4,51.97999954,236.25,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,8917,Smith,XXXXXXXXX,Consumer,PR,4992 Jagged Forest Subdivision,725.0,5,Golf,18.22487068,-66.37052155,LATAM,Barueri,Brasil,8917,4/13/2017 14:25,57106,502,13.75,0.059999999,142841,50.0,0.219999999,5,250.0,236.25,51.97999954,South America,São Paulo,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,4/15/2017 14:25,Standard Class
TRANSFER,6,4,-23.62999916,236.25,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,7784,Smith,XXXXXXXXX,Consumer,PR,3216 Red Glade,725.0,5,Golf,18.25061035,-66.37062836,LATAM,Arapongas,Brasil,7784,4/2/2015 3:33,6245,502,13.75,0.059999999,15634,50.0,-0.100000001,5,250.0,236.25,-23.62999916,South America,Paraná,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,4/8/2015 3:33,Standard Class
TRANSFER,2,4,66.88999939,136.5,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Christina,1425,Harvey,XXXXXXXXX,Consumer,PR,3481 Crystal Campus,725.0,5,Golf,18.27340317,-66.37052155,LATAM,Camagüey,Cuba,1425,1/31/2017 11:43,52166,642,13.5,0.090000004,130341,30.0,0.49000001,5,150.0,136.5,66.88999939,Caribbean,Camagüey,PENDING,,642,29,,http://images.acmesports.sports/Columbia+Men%27s+PFG+Anchor+Tough+T-Shirt,Columbia Men's PFG Anchor Tough T-Shirt,30.0,0,2/2/2017 11:43,Standard Class
TRANSFER,3,4,11.46000004,181.9499969,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,2737,Smith,XXXXXXXXX,Consumer,PR,5424 Rustic Anchor Boulevard,725.0,5,Golf,18.29137993,-66.3705368,LATAM,Las Tunas,Cuba,2737,3/30/2017 23:12,56172,627,18.0,0.090000004,140494,39.99000168,0.059999999,5,199.9499969,181.9499969,11.46000004,Caribbean,Las Tunas,PENDING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,4/2/2017 23:12,Standard Class
TRANSFER,5,4,22.5,225.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,6428,Smith,XXXXXXXXX,Consumer,PR,3567 Heather Knoll,725.0,5,Golf,18.24738884,-66.37057495,LATAM,Santo Domingo,República Dominicana,6428,3/25/2017 23:02,55829,502,25.0,0.100000001,139611,50.0,0.100000001,5,250.0,225.0,22.5,Caribbean,Santo Domingo,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,3/30/2017 23:02,Standard Class
